id,code,client_name,explain,market,created_at,updated_at
1557,HES,Hess,国際的総合エネルギー会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1558,HEXO,HEXO Corp,カナダの医療用大麻メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1559,HFBL,Home Federal Bancorp Inc LA,預金・信用業務を提供しているHome Federal Savings and Loan Associationの持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1560,HFC,HollyFrontier,石油の精製・販売に従事,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1561,HFFG,HF Foods Group Inc,フードサービス提供会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1562,HFWA,Heritage Financial Corp,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1563,HGEN,Humanigen Inc,バイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1564,HGV,Hilton Grand Vacations,バケーションオーナーシップのリゾート開発、販売、運営している会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1565,HHC,Howard Hughes Corp,都市計画地域、ショッピングモール、および多目的開発地域の開発に従事している不動産開発会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1566,HI,Hillenbrand Inc,加工アプリケーション用機器とシステムの設計、製造、販売、サービスを提供している企業間取引用製品メーカー。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1567,HIBB,Hibbett Inc,米国南東部でスポーツ用品チェーンを展開,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1568,HIFS,Hingham Institution for Savings,米国の預金銀行,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1569,HIG,Hartford Financial Services Group,保険会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1570,HII,Huntington Ingalls Industries,防衛関係を中心とした造船会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1571,HIL,Hill International Inc,米国の建設コンサルタント会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1572,HIMS,Hims & Hers Health Inc,消費者を認可された医療専門家につなぐ遠隔医療プラットフォームを提供する企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1573,HJLI,Hancock Jaffe Laboratories,米国の医療機器会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1574,HL,Hecla Mining,鉱山会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1575,HLF,Herbalife Nutrition Ltd,英国領ケイマン諸島に本社を置く健康促進関連会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1576,HLI,Houlihan Lokey,M&A、資金調達支援など投資銀行業務を展開,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1577,HLIO,Helios Technologies Inc,米国の液圧装置関連部品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1578,HLIT,Harmonic,デジタルと光ファイバーシステムのメーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1579,HLNE,Hamilton Lane Incorporated,米国の独立系投資運用会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1580,HLT,Hilton Worldwide Holdings,世界的な規模のホテル運営会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1581,HLX,Helix Energy Solutions Group Inc,海洋掘削請負のほかオフショア油・ガス田と生産設備の運営に従事する油田サービス会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1582,HMHC,Houghton Mifflin Harcourt Co,米国の教育関連会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1583,HMN,Horace Mann Educators Corporation,個人向けの損害保険、退職年金、生命保険の販売、引受けに従事している保険持株会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1584,HMNF,HMN Financial Inc,米国の株式貯蓄銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1585,HMPT,Home Point Capital Inc,米国の住宅ローン会社。貸し手として、住宅ローンの資金調達や管理回収作業を行う。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1586,HMST,HomeStreet Inc,米北西部、西海岸、およびハワイで金融サービスを提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1587,HMTV,Hemisphere Media Group Inc,ケーブルネットワーク事業に従事している米国のスペイン語テレビ,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1588,HNGR,Hanger Orthopedic Group Inc,整形外科専門のリハビリにおける人間関節や義足などの矯正リハビリ (orthotic and prosthetic) 関連事業に注力する特殊医療機関。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1589,HNI,HNI Corporation,オフィス家具メーカー。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1590,HNST,The Honest Company Inc,オンライン小売会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1591,HOFT,Hooker Furniture Corp,米国の家具販売会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1592,HOFV,Hall of Fame Resort & Entertainment Company,米国のリゾート・娯楽関連企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1593,HOG,Harley-Davidson,大型オートバイメーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1594,HOLI,Hollysys Automation Technologies Ltd,中国の制御機器・システムメーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1595,HOLX,Hologic,X線システムメーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1596,HOMB,Home BancShares Inc,子会社を通じて、一般企業、不動産開発業者、投資家、個人、自治体を対象とした商業およびリテール銀行業務全般を提供している銀行持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1597,HON,Honeywell International,総合テクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1598,HONE,HarborOne Bancorp Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1599,HOOD,Robinhood Markets Inc A,株式、オプション、ETF、暗号資産などの売買を行うことができるアプリを運営。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1600,HOOK,HOOKIPA Pharma Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1601,HOPE,Hope Bancorp Inc,完全子会社BBCN Bank（同行）を通じて商業銀行融資・預金商品を提供している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1602,HOV,Hovnanian Enterprises Inc A,米国の住宅建設会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1603,HP,Helmerich & Payne,掘削請負会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1604,HPE,Hewlett Packard Enterprise,米国大手のコンピュータ・IT企業。HPのエンタープライズ部門,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1605,HPK,HighPeak Energy Inc,石油・天然ガス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1606,HPQ,HP,大手コンピューターメーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1607,HQI,HireQuest Inc,米国の人材派遣会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1608,HQY,HealthEquity Inc,米国で医療関連の医療保険プラン向けにクラウドベースの医療貯蓄口座、医療費払戻口座、フレキシブル支出口座、健康維持奨励口座といったプラットフォームITサービスを提供。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1609,HRB,H&R Block,金融サービス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1610,HRC,Hill-Rom Holdings,ヘルス関連会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1611,HRI,Herc Holding,レンタル用品事業等を手掛ける会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1612,HRL,Hormel Foods,食品加工業者,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1613,HRMY,Harmony Biosciences Holdings Inc,神経疾患患者用の治療薬を開発をしている商業段階の製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1614,HROW,Harrow Health Inc,米国の製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1615,HRTG,Heritage Insurance Holdings Inc,損害保険持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1616,HRTX,Heron Therapeutics,バイオテクノロジー会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1617,HSC,Harsco Corp,米国の建築サービス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1618,HSIC,Henry Schein,医療用などのヘルスケア製品を供給,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1619,HSII,Heidrick & Struggles International Inc,米国の人材サーチ及び仲介会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1620,HSKA,Heska Corp,動物ヘルスマーケットで動物用医薬品の開発などを行う企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1621,HSON,Hudson Global Inc,専門スタッフの募集、関連素質ソリューションを提供する専門会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1622,HSTM,Healthstream Inc,米国のSaaS（ネットワークを介して必要に応じて利用できるソフトウェア）型ソリューションプロバイダ,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1623,HSTO,Histogen Inc,がんおよび肝疾患治療向けの 治療薬を開発する米国のバイオテクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1624,HSY,The Hershey,米国最大手のチョコレート会社。傘下に多くの菓子製造会社を擁する,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1625,HTBI,Hometrust Bancshares Inc,HomeTrust Bankを運営する銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1626,HTBK,Heritage Commerce Corp,Heritage Bank of Commerceの銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1627,HTBX,Heat Biologics Inc,市販用の細胞治療ワクチンの開発に従事しているバイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1628,HTGM,HTG Molecular Diagnostics,医学及び分子診断学ためmRNA測定、及びマイクロRNA（miRNA）ため製品の提供に従事する米国の会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1629,HTH,Hilltop Holdings Inc,米国の金融持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1630,HTLD,Heartland Express Inc,米国の物流持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1631,HTLF,Heartland Financial USA Inc,米国の金融サービス持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1632,HTOO,Fusion Fuel Green PLC A,グリーン水素の技術開発を行う企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1633,HUBB,Hubbell Incorporated,商工業、通信、公益事業向けの製造に従事する電気・電子製品メーカー。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1634,HUBG,Hub Group Inc A,米国の貨物輸送会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1635,HUBS,HubSpot,情報テクノロジー関連会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1636,HUGE,FSD Pharma Inc B,カナダのバイオテクノロジー・製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1637,HUM,Humana,米国とプエルトリコの医療会員を対象としたマネージドヘルスケア会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1638,HUN,Huntsman,日用化学製品を製造,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1639,HURC,Hurco Companies Inc,米国で工作機械を設計、製造、販売している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1640,HURN,Huron Consulting Group Inc,米国の独立系コンサルティング会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1641,HVT,Haverty Furniture Companies Inc,住宅家具・装飾品の専門小売業者,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1642,HWBK,Hawthorn Bancshares Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1643,HWC,Hancock Whitney Corporation,米国の金融持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1644,HWKN,Hawkins Inc,様々な業界向けにバルク化学品、混合物、特殊化学製品を製造販売している米国の化学品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1645,HWM,Howmet Aerospace Inc,航空機及び自動車用アルミ部品等の製造会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1646,HXL,Hexcel Corporation,補強製品、複合素材、エンジニアード製品の設計、製造、販売をしている会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1647,HY,Hyster Yale Materials Handling Inc,米国のマテリアルハンドリング機器メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1648,HYFM,Hydrofarm Holdings Group Inc,照明器具や空調機器を製造販売する米国の企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1649,HYLN,Hyliion Holdings Corp,商用車業界向けの電動パワートレインソリューションのプロバイダー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1650,HYMC,Hycroft Mining Holding Corp,金と銀の生産を行う。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1651,HYRE,HyreCar Inc,米国の配車サービス・テクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1652,HZN,Horizon Global Corporation,米国の自動車部品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1653,HZNP,Horizon Therapeutics Public Limited Company,関節炎、痛み、炎症性疾患の治療薬を開発するスペシャリティ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1654,HZO,MarineMax Inc,米国の娯楽用ボート・ヨット小売会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1655,IAA,IAA Inc,米国の自動車オークション会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1656,IAC,IAC/InterActiveCorp A,インターネット事業会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1657,IAG,IAMGOLD,カナダの中堅金鉱山会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1658,IART,Integra LifeSciences Holdings,医療器具、移植組織、およびバイオ素材の開発・製造・販売に従事する医療機器メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1659,IAS,Integral Ad Science Holding Co,子会社を通じて、デスクトップ、モバイル、コネクティッドTVなど、あらゆるデバイス、チャネル、フォーマットにおけるデジタル広告の測定と検証に従事。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1660,IBCP,Independent Bank Corp MICH,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1661,IBEX,IBEX Holdings Limited,IT・ソフトウェア企業。テクノロジー対応のCLXプラットフォームを通じ、幅広いソリューションを提供。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1662,IBIO,iBio Inc,特許プラットフォームテクノロジーの商品化に従事するバイオテクノロジー企業,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1663,IBKR,Interactive Brokers Group Inc A,オンライン証券会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1664,IBM,International Business Machines,大手コンピューターメーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1665,IBOC,International Bancshares,子会社を通じて、法人および個人向けに銀行業務に従事している銀行持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1666,IBP,Installed Building Products Inc,米国の住宅用断熱材販売会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1667,IBRX,ImmunityBio Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1668,IBTX,Independent Bank Group Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1669,ICAD,iCAD Inc,癌の画像診断システムを販売する米国の会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1670,ICBK,County Bancorp Inc,子会社を通じて銀行、金融関連業務を行う米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1671,ICCC,ImmuCell Corporation,米国の乳牛用製品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1672,ICD,Independence Contract Drilling Inc,石油・天然ガス生産業界向けに陸上掘削サービスを提供する会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1673,ICE,Intercontinental Exchange,先物・オプションを中心とした電子取引所大手。傘下のNYSEを通じて株式取引も手掛ける,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1674,ICFI,ICF International Inc,子会社を通じ、政府と商業顧客へ管理、技術、方針に関するコンサルティングと計画の実施サービスを提供している米国の持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1675,ICHR,Ichor Holdings Ltd,米国のケイマン籍のエンジニアリング持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1676,ICLR,Icon Public Limited Company,バイオテクノロジー及び医療機器業界向けに受託開発サービスの提供に従事している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1677,ICPT,Intercept Pharmaceuticals,慢性肝疾患の医薬品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1678,ICUI,ICU Medical,米国の医療機器メーカー。注入療法、抗がん剤療法および救命救急診療用に医療機器を開発、製造、販売する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1679,IDA,Idacorp Inc,子会社を通じ、米国アイダホ州南部、オレゴン州東部、ネバダ州北部、ワイオミング州の商業及び工業分野の顧客に電力を提供している。また、住宅開発事業も展開している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1680,IDCC,InterDigital,最新式デジタル無線通信向け開発メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1681,IDEX,Ideanomics Inc,商用電気自動車普及の促進、次世代型金融サービスやフィンテック商品を開発,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1682,IDN,Intellicheck Inc,アプリケーション・ソフトウエア開発会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1683,IDRA,Idera Pharmaceuticals Inc,臨床段階の米国バイオテクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1684,IDT,IDT Corp B,通信事業を中心とする持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1685,IDXX,IDEXX Laboratories,検出・診断システム会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1686,IDYA,IDEAYA Biosciences Inc,がん分子標的治療薬の発見および開発を手掛ける,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1687,IEA,Infrastructure and Energy Alternatives Inc,米国の投資関連企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1688,IEC,IEC Electronics Corp,米国のプリント基板メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1689,IESC,IES Holdings Inc,電気工事請負会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1690,IEX,IDEX,ポンプメーカー。ポンプ製品、給水装置、およびその他の工学製品の設計・製造・販売に従事。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1691,IFF,International Flavors & Fragrances,香水・化粧品や食品などの香味料メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1692,IFS,Intercorp Financial Services,ペルーで金融サービスを提供,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1693,IGIC,International General Insurance Holdings Ltd,保険サービスを提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1694,IGMS,IGM Biosciences Inc,Igm抗体に関する開発を行う、米国のバイオテクノロジー会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1695,IGT,International Game Technology,コンピュータ化したカジノ・ゲーム・システムの設計、製造に従事,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1696,IHC,Independence Holding Co,米国の保険持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1697,IHRT,iHeartMedia Inc A,ラジオ放送、エンターテインメント・データ配信、メディア広告サービスを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1698,III,Information Services Group Inc,米国のIT研究・顧問会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1699,IIIN,Insteel Industries Inc,米国の建設用資材製造メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1700,IIIV,I3 Verticals A,米国のビジネスサービス会社。中小企業や各種団体向けに電子決済処理ソリューションのサービスを提供する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1701,IIN,IntriCon Corporation,米国の部品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1702,IIVI,II-VI,高精度応用ハイテク材料などの精密部品の製造販売をしている会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1703,ILMN,Illumina,遺伝的機能・変異の大規模解析ツール開発会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1704,IMAX,IMAX Corp,エンターテイメント・テクノロジー企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1705,IMGN,ImmunoGen,がん治療薬を中心とする医薬品開発会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1706,IMH,Impac Mortgage Holdings Inc,子会社を通して米国内の住宅ローンサービスを提供している会社,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1707,IMKTA,Ingles Markets Inc A,米国東南部でスーパーマーケット・チェーンを運営している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1708,IMMR,Immersion Corporation,デジタル機器の操作を可能にする触覚技術の提供をしている企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1709,IMNM,Immunome Inc,抗体ベースの薬剤の発見と開発に従事するバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1710,IMRA,Imara Inc,バイオ製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1711,IMUX,Immunic Inc,バイオ治療薬の開発会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1712,IMVT,Immunovant Inc,自己免疫疾患のための医薬品の発見と製造をする米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1713,IMXI,International Money Express Inc,補助的な金融処理ソリューション及び支払いサービス、電信送金、為替及び現金小切手のサービスを提供。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1714,INBK,First Internet Bancorp,子会社はオンラインで住宅ローンやカードローンのサービスを提供している銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1715,INBX,Inhibrx Inc,生物学的治療法を開発,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1716,INCY,Incyte,新治療法の発見や開発を行う,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1717,INDB,Independent Bank Corp MA,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1718,INFI,Infinity Pharmaceuticals Inc,バイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1719,INFN,Infinera Corporation,デジタル光学通信機器の製造に従事する通信機器メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1720,INFO,IHS　Markit Ltd,イギリス(バミューダ籍)の金融情報サービス企業。債券、ローン、株式、デリバティブなど多様なアセットクラスの時価評価・金融情報を提供している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1721,INFU,InfuSystem Holdings Inc,在宅診療向けに輸血ポンプ等の製品を提供している米国の企業,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1722,INGN,Inogen,閉塞性肺疾患患者向けの酸素濃縮器などを提供しているヘルスケア会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1723,INGR,Ingredion,とうもろこしの精製を行う食品原料メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1724,INMB,INmune Bio Inc,米国の製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1725,INMD,Inmode Ltd,イスラエルの美容向け医療機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1726,INO,Inovio Pharmaceuticals Inc,米国のヘルスケア分野で事業を展開する医薬品の研究開発会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1727,INOD,Innodata Inc,デジタル情報の作成、管理、配信に関するサービス、製品、ソリューションを手掛けるデジタル・コンテンツ会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1728,INOV,Inovalon Holdings Inc A,医療にクラウドベースのデータ分析などの技術展開をしているテクノロジー会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1729,INPX,Inpixon,情報テクノロジー・ソリューションを開発している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1730,INS,Intelligent Systems Corp,法人・政府機関向けに業務管理用アプリケーション・ソフトウエアの設計、開発、マーケティングを手掛けている会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1731,INSG,Inseego Corp,5Gなどを手掛けるテクノロジー企業。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1732,INSM,Insmed Inc,バイオ医薬品会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1733,INSP,Inspire Medical Systems Inc,閉塞性睡眠時無呼吸症候群（OSA）の患者のための低侵襲性ソリューションの開発と商品化を行う医療技術会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1734,INST,Instructure Holdings Inc,子会社を通じ、学習管理システムを提供。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1735,INSW,International Seaways Inc,原油、石油を輸送する船舶の製造を行う。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1736,INT,World Fuel Services Corporation,航空機・船舶用燃料サービス会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1737,INTA,Intapp Inc,プロフェッショナルおよび金融サービス業界向けに、クラウドベースおよびAIを活用したソフトウェアソリューションを提供しています。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1738,INTC,Intel,半導体（マイクロプロセッサー）最大手,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1739,INTG,The InterGroup Corporation,米国で住宅用不動産の買取、開発等の不動産事業を行う,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1740,INTT,inTEST Corporation,半導体検査装置メーカー。,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1741,INTU,Intuit,金融管理ソフトウエアとソリューションサービスを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1742,INTZ,Intrusion Inc,企業の重要情報を保護するセキュリティ ソフトを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1743,INVA,Innoviva Inc,米国のバイオ医薬品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1744,INVE,Identiv Inc,米国のセキュリティ機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
